variable,dummyVariable,toType,databaseStart,variableStart,fromType,recTo,numValidCat,catLabel,catLabelLong,units,recFrom,catStartLabel,variableStartShortLabel,variableStartLabel,notes
DHHGAGE_5,DHHGAGE_5_cat5_3,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,3,5,age (40 to 59),age (40 to 59),years,"[8,11]",40 To 44 Years (8); 45 To 49 Years (9); 50 To 54 Years (10); 55 To 59 Years (11),Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat5_4,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,4,5,age (60 to 79),age (60 to 79),years,"[12,15]",60 To 64 Years (12); 65 To 69 Years (13); 70 To 74 Years (14); 75 To 79 Years (15),Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat5_5,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,5,5,age (80 plus),age (80 plus),years,16,80 Years or more,Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat8_NA::a,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::a,8,not applicable,not applicable,years,96,not applicable,Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat8_NA::b,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::b,8,missing,missing,years,"[97,99]",don't know (97); refusal (98); not stated (99),Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat8_NA::b,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::b,8,else,else,years,else,else,Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat5_1,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,1,5,age (12 to 19),age (12 to 19),years,"[1,2]",12 To 14 Years (1); 15 To 19 Years (2),Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat5_2,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,2,5,age (20 to 39),age (20 to 39),years,"[3,6]",20 To 24 Years (3); 25 To 29 Years (4); 30 To 34 Years (5); 35 To 39 Years (6),Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat5_3,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,3,5,age (40 to 59),age (40 to 59),years,"[7,10]",40 To 44 Years (7); 45 To 49 Years (8); 50 To 54 Years (9); 55 To 59 Years (10),Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat5_4,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,4,5,age (60 to 79),age (60 to 79),years,"[11,14]",60 To 64 Years (11); 65 To 69 Years (12); 70 To 74 Years (13); 75 To 79 Years (14),Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat5_5,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,5,5,age (80 plus),age (80 plus),years,15,80 Years or more (15),Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat8_NA::a,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::a,8,not applicable,not applicable,years,96,not applicable,Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat8_NA::b,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::b,8,missing,missing,years,"[97,99]",don't know (97); refusal (98); not stated (99),Age,Categorical age,
DHHGAGE_5,DHHGAGE_5_cat8_NA::b,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::b,8,else,else,years,else,else,Age,Categorical age,
DHHGAGE_A,DHHGAGE_A_cat15_1,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,1,15,age (12 to 14),age (12 to 14),years,1,12 to 14 years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_2,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,2,15,age (15 to 19),age (15 to 19),years,2,15 to 19 years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_3,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,3,15,age (20 to 24),age (20 to 24),years,3,20 To 24 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_4,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,4,15,age (25 to 29),age (25 to 29),years,4,25 To 29 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_5,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,5,15,age (30 to 34),age (30 to 34),years,5,30 To 34 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_6,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,6,15,age (35 to 39),age (35 to 39),years,6,35 To 39 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_7,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,7,15,age (40 to 44),age (40 to 44),years,7,40 To 44 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_8,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,8,15,age (45 to 49),age (45 to 49),years,8,45 To 49 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_9,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,9,15,age (50 to 54),age (50 to 54),years,9,50 To 54 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_10,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,10,15,age (55 to 59),age (55 to 59),years,10,55 To 59 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_11,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,11,15,age (60 to 64),age (60 to 64),years,11,60 To 64 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_12,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,12,15,age (65 to 69),age (65 to 69),years,12,65 To 69 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_13,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,13,15,age (70 to 74),age (70 to 74),years,13,70 To 74 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_14,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,14,15,age (75 to 79),age (75 to 79),years,14,75 To 79 Years,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_15,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,15,15,age (80 plus),age (80 plus),years,15,80 Years or more,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_NA::a,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::a,15,not applicable,not applicable,years,96,not applicable,Age,Age - (G),
DHHGAGE_A,DHHGAGE_A_cat15_NA::b,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::b,15,missing,missing,years,"[97,99]",don't know (97); refusal (98); not stated (99),Age,Age - (G),"Not applicable, don't know, refusal, not stated (96-99) were options only in CCHS 2003, but had zero responses"
DHHGAGE_A,DHHGAGE_A_cat15_NA::b,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::b,15,missing,missing,years,else,else,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_1,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,1,16,age (12 to 14),age (12 to 14),years,1,12 To 14 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_2,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,2,16,age (15 to 17),age (15 to 17),years,2,15 To 17 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_3,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,3,16,age (18 to 19),age (18 to 19),years,3,18 To 19 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_4,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,4,16,age (20 to 24),age (20 to 24),years,4,20 To 24 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_5,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,5,16,age (25 to 29),age (25 to 29),years,5,25 To 29 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_6,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,6,16,age (30 to 34),age (30 to 34),years,6,30 To 34 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_7,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,7,16,age (35 to 39),age (35 to 39),years,7,35 To 39 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_8,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,8,16,age (40 to 44),age (40 to 44),years,8,40 To 44 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_9,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,9,16,age (45 to 49),age (45 to 49),years,9,45 To 49 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_10,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,10,16,age (50 to 54),age (50 to 54),years,10,50 To 54 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_11,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,11,16,age (55 to 59),age (55 to 59),years,11,55 To 59 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_12,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,12,16,age (60 to 64),age (60 to 64),years,12,60 To 64 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_13,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,13,16,age (65 to 69),age (65 to 69),years,13,65 To 69 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_14,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,14,16,age (70 to 74),age (70 to 74),years,14,70 To 74 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_15,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,15,16,age (75 to 79),age (75 to 79),years,15,75 To 79 Years,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_16,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,16,16,age (80 plus),age (80 plus),years,16,80 Years or more,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_NA::a,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::a,16,not applicable,not applicable,years,96,not applicable,Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_NA::b,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::b,16,missing,missing,years,"[97,99]",don't know (97); refusal (98); not stated (99),Age,Age - (G),
DHHGAGE_B,DHHGAGE_B_cat16_NA::b,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::b,16,missing,missing,years,else,else,Age,Age - (G),
DHHGAGE_C,DHHGAGE_C_catN/A_Func::age_cat_fun,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,Func::age_cat_fun,N/A,N/A,N/A,years,N/A,N/A,Age,Categorical age,This variable is derived from DHHGAGE_cont
DHHGAGE_C,DHHGAGE_C_cat16_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,1,16,age (12 to 14),age (12 to 14),years,N/A,12 To 14 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,2,16,age (15 to 17),age (15 to 17),years,N/A,15 To 17 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_3,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,3,16,age (18 to 19),age (18 to 19),years,N/A,18 To 19 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_4,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,4,16,age (20 to 24),age (20 to 24),years,N/A,20 To 24 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_5,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,5,16,age (25 to 29),age (25 to 29),years,N/A,25 To 29 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_6,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,6,16,age (30 to 34),age (30 to 34),years,N/A,30 To 34 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_7,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,7,16,age (35 to 39),age (35 to 39),years,N/A,35 To 39 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_8,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,8,16,age (40 to 44),age (40 to 44),years,N/A,40 To 44 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_9,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,9,16,age (45 to 49),age (45 to 49),years,N/A,45 To 49 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_10,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,10,16,age (50 to 54),age (50 to 54),years,N/A,50 To 54 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_11,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,11,16,age (55 to 59),age (55 to 59),years,N/A,55 To 59 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_12,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,12,16,age (60 to 64),age (60 to 64),years,N/A,60 To 64 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_13,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,13,16,age (65 to 69),age (65 to 69),years,N/A,65 To 69 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_14,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,14,16,age (70 to 74),age (70 to 74),years,N/A,70 To 74 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_15,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,15,16,age (75 to 79),age (75 to 79),years,N/A,75 To 79 Years,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_16,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,16,16,age (80 plus),age (80 plus),years,N/A,80 Years or more,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,NA::a,16,not applicable,not applicable,years,N/A,not applicable,Age,Categorical age,
DHHGAGE_C,DHHGAGE_C_cat16_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p",DerivedVar::[DHHGAGE_cont],N/A,NA::b,16,missing,missing,years,N/A,missing,Age,Categorical age,
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,13,N/A,Age,converted categorical age (12 to 14),years,1,12 to 14 years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,17,N/A,Age,converted categorical age (15 to 19),years,2,15 to 19 years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,22,N/A,Age,converted categorical age (20 to 24),years,3,20 To 24 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,27,N/A,Age,converted categorical age (25 to 29),years,4,25 To 29 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,32,N/A,Age,converted categorical age (30 to 34),years,5,30 To 34 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,37,N/A,Age,converted categorical age (35 to 39),years,6,35 To 39 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,42,N/A,Age,converted categorical age (40 to 44),years,7,40 To 44 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,47,N/A,Age,converted categorical age (45 to 49),years,8,45 To 49 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,52,N/A,Age,converted categorical age (50 to 54),years,9,50 To 54 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,57,N/A,Age,converted categorical age (55 to 59),years,10,55 To 59 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,62,N/A,Age,converted categorical age (60 to 64),years,11,60 To 64 Years,Age,Age - (G),
